,Song,Performer,Relevance (Total Weeks on Chart),Count of no. 1,Year,Month,Popularity
212399,Seattle,Perry Como (6-1969),10,0,1969,6,0.0
212407,Do The Funky Penguin Part I,Rufus Thomas (2-1972),10,0,1972,2,0.0
212439,Alice In Wonderland,Neil Sedaka (4-1963),10,0,1963,4,0.0
212449,Are You There (With Another Girl),Dionne Warwick (2-1966),10,0,1966,2,0.0
212543,Baby Sitter,Betty Wright (12-1972),10,0,1972,12,0.0
212632,The Charleston,Ernie Fields (8-1961),10,0,1961,8,0.0
212628,(Do The New) Continental,The Dovells (3-1962),10,0,1962,3,0.0
212652,A Man Needs A Woman,James Carr (3-1968),10,0,1968,3,0.0
212673,Suddenly You Love Me,The Tremeloes (4-1968),10,0,1968,4,0.0
212677,The 81,Candy & The Kisses (1-1965),10,0,1965,1,0.0
212680,(Just Like) Romeo And Juliet,Sha Na Na (6-1975),10,0,1975,6,0.0
212670,The Bilbao Song,Andy Williams (6-1961),10,0,1961,6,0.0
212669,Dog + Butterfly,Heart (4-1979),10,0,1979,4,0.0
212667,Am I The Man,Jackie Wilson (12-1960),10,0,1960,12,0.0
212550,Ashes To Ashes,The 5th Dimension (10-1973),10,0,1973,10,0.0
212578,Ooh Baby,Gilbert O'Sullivan (12-1973),10,0,1973,12,0.0
212579,Bust Out,The Busters (11-1963),10,0,1963,11,0.0
212605,Baby You Come Rollin' Across My Mind,The Peppermint Trolley Company (8-1968),10,0,1968,8,0.0
212584,Count Every Star,Donnie and The Dreamers (7-1961),10,0,1961,7,0.0
212594,Bridget The Midget (The Queen Of The Blues),Ray Stevens (2-1971),10,0,1971,2,0.0
212202,Sharing You,Bobby Vee (7-1962),10,0,1962,7,0.0
212241,Out Of Sight,James Brown And His Orchestra (10-1964),10,0,1964,10,0.0
212243,Big Iron,Marty Robbins (5-1960),10,0,1960,5,0.0
212248,Best Of Both Worlds,Lulu (2-1968),10,0,1968,2,0.0
212242,Questions 67 And 68/I'm A Man,Chicago (12-1971),10,0,1971,12,0.0
212110,A Walkin' Miracle,The Essex Featuring Anita Humes (10-1963),10,0,1963,10,0.0
212112,Amor,Ben E. King (9-1961),10,0,1961,9,0.0
212113,Bonanza,Al Caiola And His Orchestra (6-1961),10,0,1961,6,0.0
212167,Blue Suede Shoes,Johnny Rivers (5-1973),10,0,1973,5,0.0
212168,So I Can Love You,The Emotions (7-1969),10,0,1969,7,0.0
212175,Apricot Brandy,Rhinoceros (4-1969),10,0,1969,4,0.0
212169,Rocket Ride,KISS (4-1978),10,0,1978,4,0.0
212146,"Baby, I Need Your Loving",O.C. Smith (10-1970),10,0,1970,10,0.0
211524,Paper Tiger,Sue Thompson (3-1965),10,0,1965,3,0.0
212358,Son Of Shaft,The Bar-Kays (2-1972),10,0,1972,2,0.0
212329,Ruby Ann,Marty Robbins (1-1963),10,0,1963,1,0.0
212330,Struttin',Billy Preston (2-1975),10,0,1975,2,0.0
212333,Does Your Mama Know About Me,Bobby Taylor & The Vancouvers (6-1968),10,0,1968,6,0.0
212383,Carol,Chuck Berry (10-1958),10,0,1958,10,0.0
212385,Ride Away,Roy Orbison (10-1965),10,0,1965,10,0.0
212386,The Crowd,Roy Orbison (8-1962),10,0,1962,8,0.0
212380,One Track Mind,Bobby Lewis (10-1961),10,0,1961,10,0.0
212390,Snatching It Back,Clarence Carter (5-1969),10,0,1969,5,0.0
212393,Doll House,Donnie Brooks (1-1961),10,0,1961,1,0.0
212364,Runnin' Out Of Fools,Aretha Franklin (11-1964),10,0,1964,11,0.0
212290,Bossa Nova Baby,Elvis Presley With The Jordanaires (12-1963),10,0,1963,12,0.0
212292,"Oo Wee Baby, I Love You",Fred Hughes (7-1965),10,0,1965,7,0.0
212297,Security,Etta James (5-1968),10,0,1968,5,0.0
212301,The Bounce,The Olympics (6-1963),10,0,1963,6,0.0
210782,River Deep - Mountain High,The Supremes & Four Tops (1-1971),10,0,1971,1,0.0
210777,The Boy From New York City,The Ad Libs (3-1965),10,0,1965,3,0.0
210772,Rainy Day Women #12 & 35,Bob Dylan (6-1966),10,0,1966,6,0.0
210696,Don't Play That Song,Aretha Franklin with The Dixie Flyers (10-1970),10,0,1970,10,0.0
210929,Can't You See That She's Mine,The Dave Clark Five (8-1964),10,0,1964,8,0.0
210930,Tell It To The Rain,"The 4 Seasons Featuring the ""Sound of Frankie Valli"" (2-1967)",10,0,1967,2,0.0
210937,She's Lookin' Good,Wilson Pickett (6-1968),10,0,1968,6,0.0
210854,Pretty Ballerina,The Left Banke (3-1967),10,0,1967,3,0.0
210857,Soul-Limbo,Booker T. & The MG's (9-1968),10,0,1968,9,0.0
210849,Share The Land,The Guess Who (12-1970),10,0,1970,12,0.0
210938,Remember Me,Diana Ross (2-1971),10,0,1971,2,0.0
210454,Penny Lane,The Beatles (4-1967),10,1,1967,4,0.1
210618,19th Nervous Breakdown,The Rolling Stones (4-1966),10,0,1966,4,0.0
210621,Sweet Cherry Wine,Tommy James And The Shondells (5-1969),10,0,1969,5,0.0
210622,The Boxer,Simon & Garfunkel (6-1969),10,0,1969,6,0.0
210627,So Far Away/Smackwater Jack,Carole King (10-1971),10,0,1971,10,0.0
210547,Standing In The Shadows Of Love,Four Tops (2-1967),10,0,1967,2,0.0
210941,Silver Threads And Golden Needles,The Springfields (10-1962),10,0,1962,10,0.0
211345,Ain't That Loving You Baby,Elvis Presley (12-1964),10,0,1964,12,0.0
211276,Paperback Writer,The Beatles (8-1966),10,2,1966,8,0.2
211279,"Don't Think Twice, It's All Right","Peter, Paul & Mary (11-1963)",10,0,1963,11,0.0
211280,San Franciscan Nights,Eric Burdon & The Animals (10-1967),10,0,1967,10,0.0
211474,The Boy Next Door,The Secrets (1-1964),10,0,1964,1,0.0
211475,A World Of Our Own,The Seekers (7-1965),10,0,1965,7,0.0
211480,So Long Baby,Del Shannon (11-1961),10,0,1961,11,0.0
211482,20-75,Willie Mitchell (10-1964),10,0,1964,10,0.0
211468,Selfish One,Jackie Ross (10-1964),10,0,1964,10,0.0
211464,Pleasant Valley Sunday,The Monkees (9-1967),10,0,1967,9,0.0
211465,Pepino The Italian Mouse,Lou Monte (2-1963),10,0,1963,2,0.0
211516,Some Enchanted Evening,Jay & The Americans (11-1965),10,0,1965,11,0.0
211399,A Steel Guitar And A Glass Of Wine,Paul Anka (7-1962),10,0,1962,7,0.0
211401,Superstar (Remember How You Got Where You Are),The Temptations (1-1972),10,0,1972,1,0.0
211403,Day Is Done,"Peter, Paul & Mary (6-1969)",10,0,1969,6,0.0
211409,Alice Long (You're Still My Favorite Girlfriend),Tommy Boyce & Bobby Hart (9-1968),10,0,1968,9,0.0
211412,Do-Re-Mi,Lee Dorsey (2-1962),10,0,1962,2,0.0
211037,"A Little Bit Me, A Little Bit You",The Monkees (5-1967),10,0,1967,5,0.0
211045,Sweet Talkin' Guy,The Chiffons (7-1966),10,0,1966,7,0.0
211047,Conscience,James Darren (6-1962),10,0,1962,6,0.0
211050,Sweet Blindness,The 5th Dimension (11-1968),10,0,1968,11,0.0
211061,Pickin' Wild Mountain Berries,Peggy Scott & Jo Jo Benson (12-1968),10,0,1968,12,0.0
210945,Spaceman,Nilsson (11-1972),10,0,1972,11,0.0
210995,Oye Como Va,Santana (4-1971),10,0,1971,4,0.0
210994,A Fool Never Learns,Andy Williams (3-1964),10,0,1964,3,0.0
210993,Super Bad (Part 1 & Part 2),James Brown (12-1970),10,0,1970,12,0.0
210988,Because,The Dave Clark Five (10-1964),10,0,1964,10,0.0
210989,She's Not You,Elvis Presley With The Jordanaires (10-1962),10,0,1962,10,0.0
211163,Bad To Me,Billy J. Kramer With The Dakotas (8-1964),10,0,1964,8,0.0
211164,She's My Girl,The Turtles (1-1968),10,0,1968,1,0.0
211170,Cycles,Frank Sinatra (12-1968),10,0,1968,12,0.0
211101,Breakin' In A Brand New Broken Heart,Connie Francis (6-1961),10,0,1961,6,0.0
213532,Something In The Way You Move,Ellie Goulding (4-2016),10,0,2016,4,0.0
12931,One Honest Heart,Reba (7-1999),10,0,1999,7,0.0
12936,It's Tricky,Run-D.M.C. (5-1987),10,0,1987,5,0.0
12948,First Time Love,Livingston Taylor (9-1980),10,0,1980,9,0.0
241332,Why I Sing The Blues,B.B. King (7-1969),10,0,1969,7,0.0
12925,Good Times Roll,The Cars (5-1979),10,0,1979,5,0.0
12903,Living In Oblivion,Anything Box (4-1990),10,0,1990,4,0.0
12910,Mama Weer All Crazee Now,Slade (1-1973),10,0,1973,1,0.0
12914,If Dreams Came True,Pat Boone (10-1958),10,0,1958,10,0.0
12915,Lazy Summer Night,The Four Preps (10-1958),10,0,1958,10,0.0
12916,Long Time,Boston (4-1977),10,0,1977,4,0.0
12917,Got A Girl,The Four Preps (6-1960),10,0,1960,6,0.0
267398,Together Let's Find Love,The 5th Dimension (3-1972),10,0,1972,3,0.0
266843,To Be Loved (Forever),The Pentagons (4-1961),10,0,1961,4,0.0
12780,Everyday America,Sugarland (9-2007),10,0,2007,9,0.0
12791,Nobody Loves Me Like You,The Flamingos (6-1960),10,0,1960,6,0.0
12792,If I Had A Girl,Rod Lauren (2-1960),10,0,1960,2,0.0
12793,Living Eyes,Bee Gees (1-1982),10,0,1982,1,0.0
12798,Lady Bump,Penny Mclean (3-1976),10,0,1976,3,0.0
12833,Look Who's Blue,Don Gibson (11-1958),10,0,1958,11,0.0
12881,Love Me Right,Denise LaSalle (3-1978),10,0,1978,3,0.0
12888,If I Had My Wish Tonight,David Lasley (5-1982),10,0,1982,5,0.0
12889,One Day At A Time,Marilyn Sellars (10-1974),10,0,1974,10,0.0
12890,Flirtin' With Disaster,Molly Hatchet (3-1980),10,0,1980,3,0.0
12839,I'll Go Crazy,Andy Griggs (12-1999),10,0,1999,12,0.0
12856,Drunk Girl,Chris Janson (11-2018),10,0,2018,11,0.0
12857,My Brave Face,Paul McCartney (7-1989),10,0,1989,7,0.0
12864,Jungle Boy,John Eddie (8-1986),10,0,1986,8,0.0
294655,Clout,Offset Featuring Cardi B (6-2019),10,0,2019,6,0.0
239707,Who Can I Turn To (When Nobody Needs Me),Tony Bennett (12-1964),10,0,1964,12,0.0
267471,Tom Cat,The Rooftop Singers (5-1963),10,0,1963,5,0.0
239517,White Rabbit,Jefferson Airplane (8-1967),10,0,1967,8,0.0
241972,Wild And Crazy Love,Mary Jane Girls (9-1985),10,0,1985,9,0.0
12770,I'll Be Good,Rene & Angela (11-1985),10,0,1985,11,0.0
12434,I Had No Right,P.M. Dawn (11-1998),10,0,1998,11,0.0
12443,Let's Go Trippin',Dick Dale and The Del-Tones (1-1962),10,0,1962,1,0.0
12405,Look-Ka Py Py,The Meters (2-1970),10,0,1970,2,0.0
12408,Moon Over Naples,Bert Kaempfert And His Orchestra (9-1965),10,0,1965,9,0.0
12420,Fame And Fortune,Elvis Presley With The Jordanaires (6-1960),10,0,1960,6,0.0
12461,Mammy Blue,Pop-Tops (12-1971),10,0,1971,12,0.0
12497,Invasion Of The Flat Booty B*****s,Too $hort (11-1998),10,0,1998,11,0.0
12498,Iron Man,Black Sabbath (4-1972),10,0,1972,4,0.0
12491,Dreamboat Annie,Heart (2-1977),10,0,1977,2,0.0
12487,Hello Hurray,Alice Cooper (4-1973),10,0,1973,4,0.0
12492,El Bimbo,Bimbo Jet (7-1975),10,0,1975,7,0.0
12314,Love Walked In,Dinah Washington (12-1960),10,0,1960,12,0.0
12329,I'm Gonna Miss You,The Artistics (2-1967),10,0,1967,2,0.0
12336,It's For You,Springwell (11-1971),10,0,1971,11,0.0
12285,L.a. Sunshine,War (9-1977),10,0,1977,9,0.0
12292,Grizzly Bear,The Youngbloods (2-1967),10,0,1967,2,0.0
12376,"O-O, I Love You",The Dells (1-1968),10,0,1968,1,0.0
12385,Mr. Jaws,Dickie Goodman (11-1975),10,0,1975,11,0.0
12388,Follow That Dream,Elvis Presley (7-1962),10,0,1962,7,0.0
12350,I've Got A Feeling (We'll Be Seeing Each Other Again),Al Wilson (5-1976),10,0,1976,5,0.0
12351,It's O.k.,The Beach Boys (10-1976),10,0,1976,10,0.0
12357,Hold Back The Night,The Trammps (3-1976),10,0,1976,3,0.0
12358,Help Me Girl,The Outsiders (12-1966),10,0,1966,12,0.0
12361,Hope That We Can Be Together Soon,Sharon Paige and Harold Melvin And The Blue Notes (9-1975),10,0,1975,9,0.0
12363,Flying Circle,Frank Slay And His Orchestra (2-1962),10,0,1962,2,0.0
12364,I'm A Drifter,Bobby Goldsboro (6-1969),10,0,1969,6,0.0
12368,It's Too Late,Wilson Pickett (9-1963),10,0,1963,9,0.0
12771,Legend In Your Own Time,Carly Simon (5-1972),10,0,1972,5,0.0
12681,Is It Love That We're Missin',Quincy Jones (feat. The Brothers Johnson) (12-1975),10,0,1975,12,0.0
12695,Getting Closer,Wings (8-1979),10,0,1979,8,0.0
12699,Language Of Love,John D. Loudermilk (1-1962),10,0,1962,1,0.0
12660,On The Shelf,Donny & Marie Osmond (12-1978),10,0,1978,12,0.0
12663,Lady (put The Light On Me),Brownsville Station (8-1977),10,0,1977,8,0.0
12665,Fencewalk,Mandrill (6-1973),10,0,1973,6,0.0
12666,I've Been There,Tommy Edwards (10-1959),10,0,1959,10,0.0
12668,How Can I Tell My Mom & Dad,The Lovelites (3-1970),10,0,1970,3,0.0
12675,Jealous Heart,Tab Hunter (12-1958),10,0,1958,12,0.0
12649,How's It Goin' Down,DMX Featuring Faith Evans (11-1998),10,0,1998,11,0.0
12745,No Pity (In The Naked City),Jackie Wilson (9-1965),10,0,1965,9,0.0
12748,I'd Rather Be A Cowboy,John Denver (7-1973),10,0,1973,7,0.0
12764,La La Peace Song,Al Wilson (12-1974),10,0,1974,12,0.0
12765,Midnight Stroll,The Revels (12-1959),10,0,1959,12,0.0
12768,It's Only The Beginning,The Kalin Twins (3-1959),10,0,1959,3,0.0
12741,He Called Me Baby,Candi Staton (3-1971),10,0,1971,3,0.0
12732,Josephine,Bill Black's Combo (8-1960),10,0,1960,8,0.0
12564,Never Let Her Go,David Gates (3-1975),10,0,1975,3,0.0
12568,Itty Bitty Pieces,James Ray (6-1962),10,0,1962,6,0.0
12526,Glasshouse,The Temptations (9-1975),10,0,1975,9,0.0
12532,Memphis Underground,Herbie Mann (7-1969),10,0,1969,7,0.0
12548,Funk # 49,James Gang (10-1970),10,0,1970,10,0.0
12551,Love Gonna Pack Up (And Walk Out),The Persuaders (2-1972),10,0,1972,2,0.0
12631,Flight '76,The Walter Murphy Band (1-1977),10,0,1977,1,0.0
12632,Highway To Hell,AC/DC (12-1979),10,0,1979,12,0.0
12642,Let Me Try Again (Laisse Moi Le Temps),Frank Sinatra (1-1974),10,0,1974,1,0.0
12597,Dream Police,Cheap Trick (12-1979),10,0,1979,12,0.0
12616,I' Been Watchin' You,The South Side Movement (6-1973),10,0,1973,6,0.0
237226,The South's Gonna Do It,The Charlie Daniels Band (4-1975),10,0,1975,4,0.0
237128,The Snake,Al Wilson (10-1968),10,0,1968,10,0.0
271787,Jerk It Out,Caesars (5-2005),10,0,2005,5,0.0
271789,Feel The Music,Planet Soul Featuring Brenda Dee (7-1996),10,0,1996,7,0.0
271790,Good Is Good,Sheryl Crow (12-2005),10,0,2005,12,0.0
271791,Noticed,Lil Mosey (12-2018),10,0,2018,12,0.0
271797,Foreign,Trey Songz (10-2014),10,0,2014,10,0.0
260739,Themes From The Wizard Of Oz,Meco (11-1978),10,0,1978,11,0.0
306586,Your Bulldog Drinks Champagne,Jim Stafford (2-1975),10,0,1975,2,0.0
306708,Your Love Is A...,Whitehead Bros. (10-1994),10,0,1994,10,0.0
260444,Theme From Close Encounters,Meco (3-1978),10,0,1978,3,0.0
271712,Little Dipper,The Mickey Mozart Quintet (7-1959),10,0,1959,7,0.0
260904,There But For The Grace Of God Go I,Machine (5-1979),10,0,1979,5,0.0
260927,There Goes Another Love Song,The Outlaws (11-1975),10,0,1975,11,0.0
271703,Just To Be With You,The Passions (12-1959),10,0,1959,12,0.0
271705,Highfly,John Miles (8-1976),10,0,1976,8,0.0
271785,I Got Nothin',Darius Rucker (12-2011),10,0,2011,12,0.0
271776,Freeze,T-Pain Featuring Chris Brown (3-2009),10,0,2009,3,0.0
271779,No Time To Lose,The Tarney/Spencer Band (10-1981),10,0,1981,10,0.0
271780,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend (9-2015),10,0,2015,9,0.0
237305,When You Say Love,Sonny & Cher (9-1972),10,0,1972,9,0.0
307218,Yours If You Want It,Rascal Flatts (8-2017),10,0,2017,8,0.0
271757,Mrs. Right,Mindless Behavior Featuring Diggy (11-2011),10,0,2011,11,0.0
306029,Young & Gettin' It,Meek Mill Featuring Kirko Bangz (1-2013),10,0,2013,1,0.0
246185,Wrap It Up,The Fabulous Thunderbirds (10-1986),10,0,1986,10,0.0
246078,Would You Lay With Me (in A Field Of Stone),Tanya Tucker (4-1974),10,0,1974,4,0.0
245848,World In My Eyes,Depeche Mode (1-1991),10,0,1991,1,0.0
245900,Worry,Johnny Tillotson (9-1964),10,0,1964,9,0.0
246632,XO,Beyonce (3-2014),10,0,2014,3,0.0
246456,Wrong,Everything But The Girl (8-1996),10,0,1996,8,0.0
236432,The Right Stuff,Vanessa Williams (9-1988),10,0,1988,9,0.0
244849,Wonderful Summer,Robin Ward (1-1964),10,0,1964,1,0.0
244402,Wkrp In Cincinnati,Steve Carlisle (1-1982),10,0,1982,1,0.0
244432,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert (9-2017),10,0,2017,9,0.0
260319,Theme For Young Lovers,Percy Faith And His Orchestra (7-1960),10,0,1960,7,0.0
260117,"The World Tonight (From ""Fathers' Day"")",Paul McCartney (7-1997),10,0,1997,7,0.0
306336,"Young, Sad And Blue",Lysette (3-1998),10,0,1998,3,0.0
245134,Wont'cha Come Home,Lloyd Price and His Orchestra (1-1960),10,0,1960,1,0.0
306279,Young Lovers,Paul and Paula (5-1963),10,0,1963,5,0.0
238794,Wherever Would I Be,Cheap Trick (12-1990),10,0,1990,12,0.0
262126,"They're Coming To Take Me Away, Ha-Haaa!",Napoleon XIV (9-1973),10,0,1973,9,0.0
294802,The Catalyst,Linkin Park (10-2010),10,0,2010,10,0.0
294778,Doe Boy Fresh,Three 6 Mafia Featuring Chamillionaire (5-2007),10,0,2007,5,0.0
294780,Swish Swish,Katy Perry Featuring Nicki Minaj (9-2017),10,0,2017,9,0.0
294791,The Day That Never Comes,Metallica (11-2008),10,0,2008,11,0.0
294797,A Little Past Little Rock,Lee Ann Womack (1-1999),10,0,1999,1,0.0
294801,Stronger Woman,Jewel (5-2008),10,0,2008,5,0.0
294803,100,The Game Featuring Drake (11-2015),10,0,2015,11,0.0
261580,There's No Easy Way,James Ingram (6-1984),10,0,1984,6,0.0
242378,"Wild Women Do (From ""Pretty Woman"")",Natalie Cole (4-1990),10,0,1990,4,0.0
239038,Whipped Cream,Herb Alpert's Tijuana Brass (5-1965),10,0,1965,5,0.0
294775,Bait A Hook,Justin Moore (2-2012),10,0,2012,2,0.0
294753,Substitute,Clout (11-1978),10,0,1978,11,0.0
294772,Rest Of My Life,Ludacris Featuring Usher & David Guetta (2-2013),10,0,2013,2,0.0
294738,Out Of The Woods,Taylor Swift (3-2016),10,0,2016,3,0.0
271658,Je T'Aime...Moi Non Plus,Jane Birkin Serge Gainsbourg (3-1970),10,0,1970,3,0.0
271632,Jura (I Swear I Love You),Les Paul And Mary Ford (7-1961),10,0,1961,7,0.0
271635,Mistletoe,Justin Bieber (1-2012),10,0,2012,1,0.0
243337,Wish That I Could Talk To You,The Sylvers (4-1973),10,0,1973,4,0.0
307674,Tonight's The Night,Solomon Burke (7-1965),10,0,1965,7,0.0
242823,Willie And The Hand Jive,The Johnny Otis Show (10-1958),10,0,1958,10,0.0
237590,Whenever You Come Around,Vince Gill (7-1994),10,0,1994,7,0.0
243078,Wings Of The Morning,Capleton (12-1995),10,0,1995,12,0.0
261146,There It Is,Ginuwine (6-2001),10,0,2001,6,0.0
237514,When You're Young And In Love,The Marvelettes (6-1967),10,0,1967,6,0.0
12277,Find Another Girl,Jerry Butler (5-1961),10,0,1961,5,0.0
3838,Gotta Hold On To This Feeling,Jr. Walker & The All Stars (4-1970),10,0,1970,4,0.0
3839,I Can Sing A Rainbow/Love Is Blue,The Dells (7-1969),10,0,1969,7,0.0
3841,Oh Baby Don't You Weep (Part 1),James Brown And The Famous Flames (3-1964),10,0,1964,3,0.0
3834,I'm On The Outside (Looking In),Little Anthony And The Imperials (10-1964),10,0,1964,10,0.0
3828,I've Got You Under My Skin,"The 4 Seasons Featuring the ""Sound of Frankie Valli"" (11-1966)",10,0,1966,11,0.0
3830,I Want Candy,The Strangeloves (8-1965),10,0,1965,8,0.0
3832,Hey Baby (They're Playing Our Song),The Buckinghams (11-1967),10,0,1967,11,0.0
3835,Lookin' Through The Windows,Jackson 5 (9-1972),10,0,1972,9,0.0
7763,I Can't Stop Dancing,Archie Bell & The Drells (9-1968),10,0,1968,9,0.0
7766,Laugh At Me,Sonny (10-1965),10,0,1965,10,0.0
7768,Everybody's Everything,Santana (12-1971),10,0,1971,12,0.0
7770,Needles And Pins,The Searchers (5-1964),10,0,1964,5,0.0
266624,Tippy Toeing,The Harden Trio (5-1966),10,0,1966,5,0.0
4183,Donnie,The Bermudas (6-1964),10,0,1964,6,0.0
4268,Dope,Tyga Featuring Rick Ross (4-2013),10,0,2013,4,0.0
3694,Little Red Rooster,Sam Cooke (12-1963),10,0,1963,12,0.0
3700,Hey Big Brother,Rare Earth (1-1972),10,0,1972,1,0.0
3701,Just Be True,Gene Chandler (9-1964),10,0,1964,9,0.0
3776,I'm A Man,The Yardbirds (1-1966),10,0,1966,1,0.0
3777,Join Together,The Who (9-1972),10,0,1972,9,0.0
3775,Music To Watch Girls By,Bob Crewe Generation (3-1967),10,0,1967,3,0.0
3766,Let's Lock The Door (And Throw Away The Key),Jay & The Americans (2-1965),10,0,1965,2,0.0
3767,Honolulu Lulu,Jan & Dean (11-1963),10,0,1963,11,0.0
3769,It's Going To Take Some Time,Carpenters (7-1972),10,0,1972,7,0.0
3770,I Could Never Love Another (After Loving You),The Temptations (7-1968),10,0,1968,7,0.0
7943,Gravy (For My Mashed Potatoes),Dee Dee Sharp (8-1962),10,0,1962,8,0.0
7944,Not Me,The Orlons (8-1963),10,0,1963,8,0.0
7946,Marie,The Bachelors (8-1965),10,0,1965,8,0.0
7951,I Was Checkin' Out She Was Checkin' In,Don Covay (9-1973),10,0,1973,9,0.0
7904,Isn't Life Strange,The Moody Blues (6-1972),10,0,1972,6,0.0
7996,I Wonder What She's Doing Tonight,Barry & The Tamerlanes (12-1963),10,0,1963,12,0.0
7998,I Need Somebody,? (Question Mark) & The Mysterians (1-1967),10,0,1967,1,0.0
8007,Mighty Clouds Of Joy,B.J. Thomas (9-1971),10,0,1971,9,0.0
8012,May I,Bill Deal & The Rhondels (3-1969),10,0,1969,3,0.0
7992,Maybe I Know,Lesley Gore (9-1964),10,0,1964,9,0.0
7898,"Love's Lines, Angles And Rhymes",The 5th Dimension (5-1971),10,0,1971,5,0.0
7781,I Can Hear Music,The Beach Boys (5-1969),10,0,1969,5,0.0
7782,It's All Over Now,The Rolling Stones (9-1964),10,0,1964,9,0.0
7867,"Mercy, Mercy",Don Covay & The Goodtimers (11-1964),10,0,1964,11,0.0
7844,Eight Days A Week,The Beatles (4-1965),10,2,1965,4,0.2
7846,My Girl Has Gone,The Miracles (12-1965),10,0,1965,12,0.0
7851,Go Where You Wanna Go,The 5th Dimension (3-1967),10,0,1967,3,0.0
265718,Till Death Do Us Part,Bob Braun (9-1962),10,0,1962,9,0.0
241084,Why Can't We Be Lovers,Holland-Dozier (12-1972),10,0,1972,12,0.0
265744,Till Somebody Loves You,Henry Lee Summer (10-1991),10,0,1991,10,0.0
265817,Till You Love Me,Reba McEntire (2-1995),10,0,1995,2,0.0
1303,I Hear A Symphony,The Supremes (1-1966),10,2,1966,1,0.2
1304,Mama's Pearl,Jackson 5 (4-1971),10,0,1971,4,0.0
1309,Goodbye To Love,Carpenters (9-1972),10,0,1972,9,0.0
1310,Nashville Cats,The Lovin' Spoonful (2-1967),10,0,1967,2,0.0
1315,I'm Just A Singer (In A Rock And Roll Band),The Moody Blues (4-1973),10,0,1973,4,0.0
1322,I Turned You On,The Isley Brothers (8-1969),10,0,1969,8,0.0
263523,This Is My Country,The Impressions (2-1969),10,0,1969,2,0.0
208,Don't Worry 'Bout A Thing,SHeDAISY (9-2005),10,0,2005,9,0.0
264150,This One's For You,Barry Manilow (11-1976),10,0,1976,11,0.0
263868,This Little Girl's Gone Rockin',Ruth Brown (11-1958),10,0,1958,11,0.0
265147,Thug Lovin',Ja Rule Featuring Bobby Brown (1-2003),10,0,2003,1,0.0
264747,Three Steps From The Altar,Shep And The Limelites (12-1961),10,0,1961,12,0.0
337,Don't You Believe It,Andy Williams (11-1962),10,0,1962,11,0.0
3561,I Will,Dean Martin (1-1966),10,0,1966,1,0.0
3630,Just Dropped In (To See What Condition My Condition Was In),The First Edition (4-1968),10,0,1968,4,0.0
3641,Here Comes The Night,Them (7-1965),10,0,1965,7,0.0
3642,Moody Woman,Jerry Butler (8-1969),10,0,1969,8,0.0
1388,My Special Angel,The Vogues (11-1968),10,0,1968,11,0.0
11951,Mister Magic,"Grover Washington, Jr. (7-1975)",10,0,1975,7,0.0
